language_code,language_name,script_direction,metadata
wrl,Warlmanpa,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Walmala""]}"
wrm,Warumungu,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Warramunga""]}"
wrn,Warnang,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Werni""]}"
wro,Worrorra,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Maialnga"", ""Ong Komi"", ""Worora"", ""Wororra"", ""Worrara"", ""Worrora"", ""Wurara"", ""Wurora"", ""Yangibaia""]}"
wrp,Waropen,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Aropen"", ""Wonti"", ""Worpen""]}"
wrr,Wardaman,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Waderman"", ""Waduman"", ""Warda'man"", ""Wardman"", ""Warduman"", ""Wartaman"", ""Wordaman""]}"
wrs,Waris,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Walsa""]}"
wru,Waru,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Mapute"", ""Mopute""]}"
wrv,Waruna,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
wrw,Gugu Warra,,{}
wrx,Wae Rana,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Waerana""]}"
wry,Merwari,left-to-right,"{""macrolanguage"": ""mwr"", ""region"": ""India, Asia"", ""alternate-names"": [""Ajmeri""]}"
wrz,Waray (Australia),,{}
wsa,Warembori,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Waremboivoro"", ""Warenbori"", ""Bonoi Buroro""]}"
wsg,Adilabad Gondi,left-to-right,"{""macrolanguage"": ""gon"", ""region"": ""India, Asia""}"
wsi,Wusi,left-to-right,"{""region"": ""Vanuatu, Pacific"", ""alternate-names"": [""Wusi-Kerepua""]}"
wsk,Waskia,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Vaskia"", ""Woskia""]}"
wsr,Owenia,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Owena"", ""Owenda"", ""Waijara"", ""Waisara""]}"
wss,Wasa,left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Wasaw""]}"
wsu,Wasu,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Wa\u00e7u""]}"
wsv,Wotapuri-Katarqalai,,{}
wtf,Watiwa,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Watifa""]}"
wth,Wathawurrung,,{}
wti,Berta,left-to-right,"{""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Barta"", ""Beni Shangul"", ""Bertha"", ""Burta"", ""Jebelawi"", ""Wetawit"", ""Gwami""]}"
wtk,Watakataui,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Waxe""]}"
wtm,Mewati,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Mewathi""]}"
wtw,Wotu,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Wadu""]}"
wua,Wikngenchera,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Nantjara"", ""Ngandjara"", ""Ngantjeri"", ""Njinturawik-Nganhcara"", ""Wik"", ""Wik-Nantjara""]}"
wub,Wunambal,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Jeidji"", ""Jeithi"", ""Unambal"", ""Wumnabal"", ""Wunambullu"", ""Yeidji"", ""Yeithi""]}"
wud,Wudu,left-to-right,"{""region"": ""Togo, Africa""}"
wuh,Wutunhua,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Wutong"", ""Wutun""]}"
wul,Silimo,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Paiyage"", ""South Ngalik"", ""Usak"", ""Wulik""]}"
wum,Wumbvu,left-to-right,"{""region"": ""Gabon, Africa"", ""alternate-names"": [""Aka"", ""Baaka"", ""Babinga"", ""Bambendjele"", ""Bambenga"", ""Beka"", ""Biaka"", ""Pygmy"", ""Wumvu""]}"
wun,Bungu,left-to-right,"{""region"": ""United Republic of Tanzania, Africa"", ""alternate-names"": [""Iciwungu"", ""Kibungu"", ""Ungu"", ""Wungu"", ""Udinde"", ""Maleza"", ""Mwambani""]}"
wur,Wurrugu,,{}
wut,Wutung,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Udung""]}"
wuu,Wu Chinese,left-to-right,"{""macrolanguage"": ""zh"", ""region"": ""China, Asia"", ""alternate-names"": [""Jiangnan hua"", ""Jiangsu-Zhujiang hua"", ""Jiangzhe hua"", ""Wu"", ""Wuyue"", ""Suzhou"", ""Youngkang"", ""Wenzhou"", ""Wenling"", ""Tangxi"", ""Quzhou"", ""Jinhua (Kinhwa)"", ""Hangzhou"", ""Danyang"", ""Chongming"", ""Shaoxing"", ""Zhenhai""]}"
wuv,Wuvulu-Aua,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Aua-Viwulu"", ""Viwulu-Aua"", ""Wuvulu (Wuu)""]}"
wux,Wulna,left-to-right,"{""region"": ""Australia, Pacific""}"
wuy,Wauyai,left-to-right,"{""region"": ""Indonesia, Asia""}"
wwa,Waama,left-to-right,"{""region"": ""Benin, Africa"", ""alternate-names"": [""Yoabu""]}"
wwb,Wakabunga,,{}
wwo,Wetamut,left-to-right,"{""description"": ""Dorig"", ""region"": ""Vanuatu, Pacific""}"
wwr,Warrwa,,{}
www,Wawa,left-to-right,"{""region"": ""Cameroon, Africa""}"
wxa,Waxianghua,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Wogang"", ""Xianghua""]}"
wxw,Wardandi,,{}
wya,Wyandot,left-to-right,"{""description"": ""Deprecated from 2022-02-25. see wdt, wyn"", ""region"": ""United States, Americas"", ""alternate-names"": [""Wendat"", ""Wyandotte"", ""Wyendat"", ""Huron""]}"
wyb,Wangaaybuwan-Ngiyambaa,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Noongaburrah"", ""Wayilwan (Waljwan)"", ""Wonjhibon"", ""Wonghibon"", ""Wonghi"", ""Wongagibun"", ""Wangaaybuwan (Wombungee)"", ""Ngjamba"", ""Narran"", ""Ngiyambaa (Giamba)"", ""Ngiumba"", ""Ngiamba"", ""Ngeumba"", ""Wongaibon"", ""Ngumbarr""]}"
wyi,Woiwurrung,,{}
wym,Wymysorys,left-to-right,"{""region"": ""Poland, Europe"", ""alternate-names"": [""Wilamowicean""]}"
wyn,Wyandot,,{}
wyr,Wayoró,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Ajur\u00fa"", ""Ayur\u00fa"", ""Uaiora"", ""Wajaru"", ""Wayur\u00fa""]}"
wyy,Western Fijian,left-to-right,"{""region"": ""Fiji, Pacific"", ""alternate-names"": [""Fiji"", ""Nadrogaa"", ""Noikoro"", ""Waya (Magodro)"", ""Nuclear Western Fijian (Baaravi)"", ""Nakoroboya"", ""Tubaniwai""]}"
xaa,Andalusian Arabic,left-to-right,"{""region"": ""Spain, Europe""}"
xab,Sambe,left-to-right,"{""region"": ""Nigeria, Africa""}"
xac,Kachari,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Cachari"", ""Plains Kachari""]}"
xad,Adai,left-to-right,"{""region"": ""United States, Americas""}"
xae,Aequian,left-to-right,"{""region"": ""Italy, Europe""}"
xag,Aghwan,left-to-right,"{""region"": ""Azerbaijan, Asia""}"
xai,Kaimbé,left-to-right,"{""region"": ""Brazil, Americas""}"
xaj,Ararandewára,,{}
xak,Máku,,{}
xal,Kalmyk,left-to-right,"{""description"": ""Oirat"", ""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Weilate"", ""Western Mongol"", ""Xinjiang Mongolian"", ""European Oirat"", ""Kalmack"", ""Kalmuck"", ""Kalmuk"", ""Kalmytskii Jazyk"", ""Khalli"", ""Qalmaq"", ""Volga Oirat"", ""Western Mongolian"", ""Olot (Eleuth)"", ""D\u00f6rbet"", ""Tu'erhute"", ""Torguut"", ""Torguud"", ""Torgut (Torghut)"", ""Torgut (Torghoud)"", ""Torghud"", ""\u00d6\u00f6ld"", ""Oirat (Oyrat)"", ""K\u00f6k Nur (Qinghai)"", ""Khoton (Hoton)"", ""Khoshut (Khoshuud)"", ""Elyut"", ""D\u00f6rb\u00f6t (Derbet)"", ""Dorbot"", ""D\u00f6rb\u00f6d"", ""Oirat (Sart Qalmaq)""]}"
xam,ǀXam,,{}
xan,Xamtanga,left-to-right,"{""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Agawinya"", ""Khamtanga"", ""Simt'anga"", ""Xamir"", ""Xamta""]}"
xao,Khao,left-to-right,"{""region"": ""Viet Nam, Asia""}"
xap,Apalachee,left-to-right,"{""region"": ""United States, Americas""}"
xaq,Aquitanian,left-to-right,"{""region"": ""Spain, Europe""}"
xar,Karami,,{}
xas,Kamas,,{}
xat,Katawixi,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Catauichi"", ""Catauixi"", ""Catawishi"", ""Catawixi"", ""Jacare\u00faba""]}"
xau,Kauwera,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Kabera"", ""Kaowerawedj"", ""Kauwerawec"", ""Kauwerawetj"", ""Kawera"", ""Koassa"", ""Tekutameso""]}"
xav,Xavánte,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Aku\u00ean"", ""Akwen"", ""A'uwe Uptabi"", ""A'we"", ""Chavante"", ""Crisca"", ""Pusciti"", ""Shavante"", ""Tapacua""]}"
xaw,Kawaiisu,left-to-right,"{""region"": ""United States, Americas""}"
xay,Kayan Mahakam,left-to-right,"{""region"": ""Indonesia, Asia""}"
xba,Kamba (Brazil),left-to-right,"{""use-instead"": ""cax"", ""description"": ""Deprecated from 2016-05-30. "", ""region"": ""Brazil, Americas"", ""alternate-names"": [""Camba""]}"
xbb,Lower Burdekin,left-to-right,"{""region"": ""Australia, Pacific""}"
xbc,Bactrian,left-to-right,"{""region"": ""Afghanistan, Asia""}"
xbd,Bindal,,{}
xbe,Bigambal,,{}
xbg,Bunganditj,,{}
xbi,Kombio,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Endangen"", ""South Kombio (Yanimoi)"", ""West-Central Kombio (Wampukuamp)"", ""North Kombio (Mwi)"", ""East Kombio (Wampurun)""]}"
xbj,Birrpayi,,{}
xbm,Middle Breton,left-to-right,"{""region"": ""France, Europe""}"
xbn,Kenaboi,left-to-right,"{""region"": ""Malaysia, Asia""}"
xbo,Bolgarian,left-to-right,"{""region"": ""Bulgaria, Europe""}"
xbp,Bibbulman,,{}
xbr,Kambera,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""East Sumba"", ""East Sumbanese"", ""Hilu Humba"", ""Humba"", ""Oost-Sumbaas"", ""Sumba"", ""Sumbanese"", ""Uma Ratu Nggai (Umbu Ratu Nggai)"", ""Wai Jilu"", ""Waidjelu"", ""Waijelo"", ""Mangili-Waijelo (Rindi)""]}"
xbw,Kambiwá,left-to-right,"{""region"": ""Brazil, Americas""}"
xbx,Kabixí,,"{""description"": ""Deprecated from 2016-05-30. ""}"
xby,Batjala,left-to-right,"{""description"": ""Batyala"", ""region"": ""Australia, Pacific"", ""alternate-names"": [""Badjela"", ""Badtala"", ""Badtjala"", ""Badyala"", ""Batjala"", ""Bidhala"", ""Butchulla"", ""Dulingbara"", ""Gnoolongbara"", ""Koolaburra"", ""Ngulungbara"", ""Olungbura"", ""Patyala"", ""Thoorgine""]}"
xcb,Cumbric,left-to-right,"{""region"": ""United Kingdom, Europe""}"
xcc,Camunic,left-to-right,"{""region"": ""Italy, Europe""}"
xce,Celtiberian,left-to-right,"{""region"": ""Spain, Europe""}"
xcg,Cisalpine Gaulish,left-to-right,"{""region"": ""Italy, Europe""}"
xch,Chemakum,left-to-right,"{""description"": ""Chimakum"", ""region"": ""United States, Americas""}"
xcl,Classical Armenian,left-to-right,{}
xcm,Comecrudo,left-to-right,"{""region"": ""Mexico, Americas""}"
xcn,Cotoname,left-to-right,"{""region"": ""Mexico, Americas""}"
xco,Chorasmian,left-to-right,"{""region"": ""Uzbekistan, Asia""}"
xcr,Carian,left-to-right,"{""region"": ""Turkey, Asia""}"
xct,Classical Tibetan,left-to-right,"{""region"": ""China, Asia""}"
xcu,Curonian,left-to-right,"{""region"": ""Latvia, Europe""}"
xcv,Chuvantsy,left-to-right,"{""region"": ""Russian Federation, Europe""}"
xcw,Coahuilteco,left-to-right,"{""region"": ""Mexico, Americas""}"
xcy,Cayuse,left-to-right,"{""region"": ""United States, Americas""}"
xda,Darkinyung,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Darginjang"", ""Darginyung"", ""Darkinjang"", ""Darkinoong"", ""Darkinung"", ""Darknung""]}"
xdc,Dacian,left-to-right,"{""region"": ""Romania, Europe""}"
xdk,Dharuk,,{}
xdm,Edomite,left-to-right,"{""region"": ""Jordan, Asia""}"
xdo,Kwandu,,{}
xdq,Kaitag,,{}
xdy,Malayic Dayak,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Bumayoh"", ""Riam (Nibung Terjung)"", ""Lamandau (Landau Kantu)"", ""Tom"", ""Tebidah"", ""Tamuan"", ""Sukamara (Kerta Mulya)"", ""Serawai"", ""Melahui"", ""Arut (Sukarame)"", ""Kayung (Kayong)"", ""Belantikan (Sungkup)"", ""Banana'"", ""Payak""]}"
xeb,Eblan,left-to-right,"{""region"": ""Syrian Arab Republic, Asia""}"
xed,Hdi,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Hide"", ""Turu-Hide"", ""Xedi"", ""Ftour"", ""Tourou"", ""Turu"", ""Tur (Ftour)""]}"
xeg,ǁXegwi,left-to-right,"{""region"": ""Zambia, Africa""}"
xel,Kelo,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Kelo-Beni Sheko"", ""Ndu-Faa-Keelo"", ""Tornasi""]}"
xem,Kembayan,left-to-right,"{""region"": ""Indonesia, Asia""}"
xep,Epi-Olmec,left-to-right,"{""region"": ""Mexico, Americas""}"
xer,Xerénte,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Sherent\u00e9""]}"
xes,Kesawai,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Kesawi"", ""Namuya""]}"
xet,Xetá,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Ar\u00e9"", ""Cheta"", ""Seta"", ""Sheta""]}"
xeu,Keoru-Ahia,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Ahia"", ""Ahiave"", ""Haura"", ""Haura Haela"", ""Horo"", ""Houro"", ""Hovoiroro"", ""Hovoyo"", ""Ke'oru"", ""Keuro"", ""Keuru"", ""Kouri"", ""Lavau"", ""Lower Ahia"", ""O'o Moko"", ""Pairi"", ""Velepa"", ""Ahia (Aheave)"", ""Keoru""]}"
xfa,Faliscan,left-to-right,"{""region"": ""Italy, Europe""}"
xga,Galatian,left-to-right,"{""region"": ""Turkey, Asia""}"
xgb,Gbin,left-to-right,"{""region"": ""C\u00f4te d'Ivoire, Africa""}"
xgd,Gudang,,{}
xgf,Gabrielino-Fernandeño,left-to-right,"{""region"": ""United States, Americas""}"
xgg,Goreng,,{}
xgi,Garingbal,,{}
xgl,Galindan,left-to-right,"{""region"": ""Poland, Europe""}"
xgm,Dharumbal,,"{""description"": ""Guwinmal""}"
xgn,Mongolian languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
xgr,Garza,left-to-right,"{""region"": ""United States, Americas""}"
xgu,Unggumi,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Ngarangari"", ""Ong Komi"", ""Ongaranjan"", ""Ungami"", ""Ungumi"", ""Wongkomi""]}"
xgw,Guwa,,{}
xha,Harami,left-to-right,"{""region"": ""Yemen, Asia""}"
xhc,Hunnic,left-to-right,"{""region"": ""Kazakhstan, Asia""}"
xhd,Hadrami,left-to-right,"{""region"": ""Yemen, Asia""}"
xhe,Khetrani,left-to-right,"{""macrolanguage"": ""lah"", ""region"": ""Pakistan, Asia""}"
xhm,Middle Khmer (1400 to 1850 CE),,{}
xhr,Hernican,left-to-right,"{""region"": ""Italy, Europe""}"
xht,Hattic,left-to-right,"{""region"": ""Turkey, Asia""}"
xhu,Hurrian,left-to-right,"{""region"": ""Syrian Arab Republic, Asia""}"
xhv,Khua,left-to-right,"{""region"": ""Viet Nam, Asia""}"
xia,Xiandao,,"{""use-instead"": ""acn"", ""description"": ""Deprecated from 2013-09-10. ""}"
xib,Iberian,left-to-right,"{""region"": ""Spain, Europe""}"
xii,Xiri,left-to-right,"{""region"": ""South Africa, Africa"", ""alternate-names"": [""Cape Hottentot"", ""Gri"", ""Grikwa"", ""Griqua"", ""Gry"", ""Xirikwa"", ""Xrikwa""]}"
xil,Illyrian,left-to-right,"{""region"": ""Albania, Europe""}"
xin,Xinca,,{}
xip,Xipináwa,,"{""description"": ""Deprecated from 2016-05-30. ""}"
xir,Xiriâna,left-to-right,"{""region"": ""Brazil, Americas""}"
xis,Kisan,left-to-right,"{""region"": ""India, Asia""}"
xiv,Indus Valley Language,left-to-right,"{""region"": ""India, Asia""}"
xiy,Xipaya,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Shipaja"", ""Xipaia""]}"
xjb,Minjungbal,,{}
xjt,Jaitmatang,,{}
xka,Kalkoti,left-to-right,"{""region"": ""Pakistan, Asia""}"
xkb,Northern Nago,left-to-right,"{""region"": ""Benin, Africa"", ""alternate-names"": [""Ana"", ""Ede Nago, Manigri-Kambol\u00e9"", ""Manigri"", ""Kambol\u00e9"", ""Southwest Ede"", ""Ede Nago"", ""Manigri-Kambol\u00e9""]}"
xkc,Kho'ini,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xkd,Mendalam Kayan,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Mendalam Kajan""]}"
xke,Kereho,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Keriau Punan"", ""Seputan"", ""Uheng (Kereho-Uheng)""]}"
xkf,Khengkha,left-to-right,"{""region"": ""Bhutan, Asia"", ""alternate-names"": [""Ken"", ""Keng"", ""Kenkha"", ""Khen"", ""Khenkha"", ""Kyengkha"", ""Lower Kheng"", ""Upper Kheng"", ""Middle Kheng""]}"
xkg,Kagoro,left-to-right,"{""region"": ""Mali, Africa"", ""alternate-names"": [""Kakolo"", ""S\u00e9b\u00e9koro"", ""S\u00e9f\u00e9to"", ""Mogola"", ""Kamiko"", ""Jumara"", ""Guissimbin\u00e9"", ""Di\u00e9ma""]}"
xkh,Karahawyana,left-to-right,"{""use-instead"": ""waw"", ""description"": ""Deprecated from 2016-05-30. "", ""region"": ""Brazil, Americas""}"
xki,Kenyan Sign Language,left-to-right,"{""region"": ""Kenya, Africa"", ""alternate-names"": [""KSL""]}"
xkj,Kajali,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xkk,Kachok,left-to-right,"{""description"": ""Kaco'"", ""region"": ""Cambodia, Asia"", ""alternate-names"": [""Kachah'""]}"
xkl,Mainstream Kenyah,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Highland Kenyah"", ""Usun Apau Kenyah"", ""Bakong"", ""Bakung Kenya"", ""Bakung Kenyah"", ""Leppo' Jengan"", ""Uma' Jalan"", ""Uma' Ake"", ""Sambup"", ""Leppo' Teppu'"", ""Leppo' Tau"", ""Uma' Tukung"", ""Leppo' Jamok"", ""Leppo' Ga"", ""Leppo' Aga"", ""Lepo' Tepu'"", ""Badeng (Madeng)"", ""Leppo' La'ang"", ""Leppo' Ke'""]}"
xkn,Kayan River Kayan,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Kajang"", ""Kayan River Kajan"", ""Uma Laran"", ""Uma Leken""]}"
xko,Kiorr,left-to-right,"{""region"": ""Lao People's Democratic Republic, Asia"", ""alternate-names"": [""Col"", ""Con"", ""Saamtaav"", ""Samtao"", ""Samtao 2""]}"
xkp,Kabatei,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xkq,Koroni,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Oengsongi""]}"
xkr,Xakriabá,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Chakriaba"", ""Chikriaba"", ""Shacriaba""]}"
xks,Kumbewaha,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Kumberaha"", ""Umbewaha""]}"
xkt,Kantosi,left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Dagaare-Dioula"", ""Kantonsi"", ""Yare"", ""Yarsi""]}"
xku,Kaamba,left-to-right,"{""region"": ""Congo, Africa"", ""alternate-names"": [""Kikaamba""]}"
xkv,Kgalagadi,left-to-right,"{""region"": ""Botswana, Africa"", ""alternate-names"": [""Kgalagarhi"", ""Kgalagari"", ""Khalagari"", ""Khalakadi"", ""Kxhalaxadi"", ""Qhalaxarzi"", ""Shekgalagadi"", ""Shekgalagari"", ""Koma"", ""Tjhauba"", ""Siwane (Gyegwana)"", ""Rhiti"", ""Kgwatheng"", ""Kgalagadi (Kgalagari)"", ""Kenyi (Khena)"", ""Balaongwe (Boloongwe)"", ""Shelala"", ""Khakhae""]}"
xkw,Kembra,left-to-right,"{""region"": ""Indonesia, Asia""}"
xkx,Karore,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
xky,Uma' Lasan,left-to-right,"{""region"": ""Malaysia, Asia"", ""alternate-names"": [""Western Kenyah"", ""Kanyay"", ""Kenja"", ""Kindjin"", ""Kinjin"", ""Western Kenya"", ""Uma' Baka""]}"
xkz,Kurtokha,left-to-right,"{""region"": ""Bhutan, Asia"", ""alternate-names"": [""Gurt\u00fc"", ""Kurteopkha"", ""K\u00fcrth\u00f6pka"", ""Kurthopkha"", ""Kurtobikha"", ""Kurtopakha""]}"
xla,Kamula,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Wawoi""]}"
xlb,Loup B,left-to-right,"{""region"": ""United States, Americas""}"
xlc,Lycian,left-to-right,"{""region"": ""Turkey, Asia""}"
xld,Lydian,left-to-right,"{""region"": ""Turkey, Asia""}"
xle,Lemnian,left-to-right,"{""region"": ""Greece, Europe""}"
xlg,Ligurian (Ancient),left-to-right,"{""region"": ""Italy, Europe""}"
xli,Liburnian,left-to-right,"{""region"": ""Croatia, Europe""}"
xln,Alanic,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xlo,Loup A,left-to-right,"{""region"": ""United States, Americas""}"
xlp,Lepontic,left-to-right,"{""region"": ""Italy, Europe""}"
xls,Lusitanian,left-to-right,"{""region"": ""Portugal, Europe""}"
xlu,Cuneiform Luwian,left-to-right,"{""region"": ""Turkey, Asia""}"
xly,Elymian,left-to-right,"{""region"": ""Italy, Europe""}"
xma,Mushungulu,left-to-right,"{""region"": ""Somalia, Africa"", ""alternate-names"": [""Kimushungulu"", ""Mushunguli""]}"
xmb,Mbonga,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Mboa""]}"
xmc,Makhuwa-Marrevone,left-to-right,"{""region"": ""Mozambique, Africa"", ""alternate-names"": [""Coastal Makhuwa"", ""Emaka"", ""Maca"", ""Maka"", ""Marevone"", ""Marrevone"", ""South Maca"", ""Makhuwana (Emakhuwana)"", ""Naharra (Enaharra)"", ""Nampamela (Empamela)""]}"
xmd,Mbudum,left-to-right,"{""region"": ""Cameroon, Africa""}"
xme,Median,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xmf,Mingrelian,left-to-right,"{""region"": ""Georgia, Asia"", ""alternate-names"": [""Margaluri"", ""Megrel"", ""Megruli""]}"
xmg,Mengaka,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Bamileke-Mengaka"", ""Benzing"", ""Ghap"", ""Megaka"", ""Bamendjing (Bamendjin)""]}"
xmh,Kugu-Muminh,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Kugu"", ""Kugu-Muminh"", ""Wik Muminh"", ""Wik-Mumin""]}"
xmj,Majera,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Mazera"", ""Da'a"", ""Mida'a"", ""Midah"", ""Hwalem (Holom)"", ""Majera (Mazra)""]}"
xmk,Ancient Macedonian,left-to-right,"{""region"": ""North Macedonia, Europe""}"
xml,Malaysian Sign Language,left-to-right,"{""region"": ""Malaysia, Asia"", ""alternate-names"": [""Bahasa Isyarat Malaysia""]}"
xmm,Manado Malay,left-to-right,"{""macrolanguage"": ""ms"", ""region"": ""Indonesia, Asia"", ""alternate-names"": [""Manadonese Malay"", ""Minahasan Malay""]}"
xmn,Manichaean Middle Persian,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xmo,Morerebi,left-to-right,"{""region"": ""Brazil, Americas""}"
xmp,Kuku-Mu'inh,,{}
xmq,Kuku-Mangk,,{}
xmr,Meroitic,left-to-right,"{""region"": ""Egypt, Africa""}"
xms,Moroccan Sign Language,left-to-right,"{""region"": ""Morocco, Africa"", ""alternate-names"": [""MSL""]}"
xmt,Matbat,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Me""]}"
xmu,Kamu,,{}
xmv,Antankarana Malagasy,left-to-right,"{""macrolanguage"": ""mg"", ""description"": ""Tankarana Malagasy"", ""region"": ""Madagascar, Africa"", ""alternate-names"": [""Antakarana"", ""Antakarana Malagasy"", ""Antekarana"", ""Antekarana Malagasy"", ""Tankarana"", ""Tankarana Malagasy""]}"
xmw,Tsimihety Malagasy,left-to-right,"{""macrolanguage"": ""mg"", ""region"": ""Madagascar, Africa"", ""alternate-names"": [""Tsimihety""]}"
xmx,Salawati,left-to-right,"{""description"": ""Maden"", ""region"": ""Indonesia, Asia"", ""alternate-names"": [""Saparan"", ""Sapran"", ""Kawait""]}"
xmy,Mayaguduna,,{}
xmz,Mori Bawah,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Beneden-Tomori"", ""East Mori"", ""Lower Mori"", ""Oost-Mori"", ""Tinompo (Mokole)"", ""Watu (Towatoe)"", ""Sinongko"", ""Tiu (Tioe)"", ""Moiki (Tomoiki)"", ""Korongsi"", ""Karunsi'e (Karonsie)"", ""Nuha (Soroako)""]}"
xna,Ancient North Arabian,left-to-right,"{""region"": ""Saudi Arabia, Asia""}"
xnb,Kanakanabu,left-to-right,"{""region"": ""Taiwan, Province of China, Asia"", ""alternate-names"": [""Kanabu"", ""Kanakanavu""]}"
xnd,Na-Dene languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
xng,Middle Mongolian,left-to-right,"{""region"": ""Mongolia, Asia""}"
xnh,Kuanhua,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Damai""]}"
